Title,Author,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Date Read,Date Added,Bookshelves,Exclusive Shelf,My Review,Read Count,Owned Copies
"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris,0,4.01,Ace Books,Mass Market Paperback,324.0,2007.0,,2011/06/18,to-read,to-read,,0,0
"Dead as a Doornail (Sookie Stackhouse, #5)",Charlaine Harris,0,4.01,Ace Books,Mass Market Paperback,295.0,2006.0,,2011/06/18,to-read,to-read,,0,0
"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,0,4.12,Ace Books,Mass Market Paperback,291.0,2005.0,,2011/06/18,to-read,to-read,,0,0
"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris,0,4.02,Orbit,Mass Market Paperback,274.0,2006.0,,2011/06/18,to-read,to-read,,0,0
"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,0,3.96,Orbit,Mass Market Paperback,291.0,2004.0,,2011/06/18,to-read,to-read,,0,0
"Last Bus to Woodstock (Inspector Morse, #1)",Colin Dexter,3,3.83,Pan Books,Paperback,309.0,2007.0,2011/06/18,2011/06/01,,read,,1,0
"The Concrete Blonde (Harry Bosch, #3; Harry Bosch Universe, #3)",Michael    Connelly,3,4.23,"Little, Brown and Company",Mass Market Paperback,484.0,2007.0,2011/06/09,2011/04/30,,read,,1,0
"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",Michael    Connelly,3,4.12,"Little, Brown and Company",Mass Market Paperback,439.0,2003.0,2011/06/05,2011/04/30,,read,,1,0
Harvest,Tess Gerritsen,0,4.18,Bantam Books,Mass Market Paperback,510.0,2006.0,,2011/06/01,,read,,1,0
The Dante Club,Matthew Pearl,0,3.42,Random House Trade Paperbacks,Paperback,380.0,2004.0,,2011/06/01,,read,,1,0
The Quest,Giorgio Kostantinos,0,1.8,Authorhouse,Paperback,132.0,2004.0,,2011/06/01,,read,,1,0
"The Abduction (Theodore Boone, #2)",John Grisham,3,3.83,Dutton Books for Young Readers,Hardcover,217.0,2011.0,2011/05/06,2011/05/01,,read,,1,0
"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",Michael    Connelly,5,4.14,Grand Central Publishing,Paperback,482.0,2002.0,2011/05/30,2011/04/30,,read,,1,0
Up in the Air,Walter Kirn,2,2.88,Anchor,Mass Market Paperback,362.0,2009.0,,2011/05/29,,read,,1,0
Rebus's Scotland A Personal Journey,Ian Rankin,4,3.96,Orion ,Paperback,131.0,2006.0,,2011/05/28,,read,,1,0
The Eustace Diamonds,Anthony Trollope,4,3.96,Penguin Books ,Paperback,784.0,1969.0,,2011/05/28,,read,,1,0
"New Ghosts, Old Dreams",Geremie R. Barmé,3,3.92,Crown,Hardcover,515.0,1992.0,,2011/05/28,,read,,1,0
"Exit Music (Inspector Rebus, #17)",Ian Rankin,5,4.13,Orion,Paperback,400.0,2007.0,,2011/05/28,,read,,1,0
Baudolino,Umberto Eco,3,3.8,Vintage,Paperback,544.0,2003.0,,2011/05/28,,read,,1,0
Voices,Arnaldur Indriðason,4,3.87,Vintage Books,Mass Market Paperback,344.0,2007.0,,2011/05/28,,read,,1,0
Teacher Man,Frank McCourt,3,3.76,Harper Collins Publ. UK,Paperback,,2006.0,,2011/05/28,,read,,1,0
"A Place of Hiding (Inspector Lynley, #12)",Elizabeth  George,3,3.9,New English Library,Paperback,632.0,2004.0,,2011/05/28,,read,,1,0
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,3,4.01,William Morrow,Hardcover,242.0,2005.0,,2011/05/28,,read,,1,0
A History of Hong Kong,Frank Welsh,3,3.51,Harpercollins,Paperback,,1997.0,,2011/05/28,,read,,1,0
Nabokov's Butterfly: And Other Stories of Great Authors and Rare Books,Rick Gekoski,3,3.63,Da Capo Press,Paperback,240.0,2006.0,,2011/05/28,,read,,1,0
A Gesture Life,Chang-rae Lee,3,3.79,Penguin Publishing Group,Paperback,376.0,2000.0,,2011/05/28,,read,,1,0
Thunder from the East: Portrait of a Rising Asia,Nicholas D. Kristof,3,3.88,Knopf,Hardcover,400.0,2000.0,,2011/05/28,,read,,1,0
Living History,Hillary Rodham Clinton,4,3.76,Scribner,Mass Market Paperback,846.0,2003.0,,2011/05/28,,read,,1,0
Personal Memoirs,Ulysses S. Grant,4,4.12,Penguin Classics,Paperback,704.0,1999.0,,2011/05/28,,read,,1,0
Blood Hunt,Jack Harvey,4,3.68,"Little, Brown and Company",Mass Market Paperback,528.0,2006.0,,2011/05/28,,read,,1,0
"The Naming of the Dead (Inspector Rebus, #16)",Ian Rankin,4,4.03,"Orion, London",Paperback,517.0,2007.0,,2011/05/28,,read,,1,0
East and West,Chris Patten,4,3.4,Pan Books,Paperback,384.0,1999.0,,2011/05/28,,read,,1,0
Watching the English: The Hidden Rules of English Behaviour,Kate Fox,4,3.91,Hodder & Stoughton,Paperback,424.0,2005.0,,2011/05/28,,read,,1,0
The Complaints,Ian Rankin,0,3.88,Orion Books,Paperback,381.0,2009.0,,2011/05/28,,read,,1,0
Mona in the Promised Land,Gish Jen,0,3.51,Knopf Doubleday Publishing Group,Paperback,303.0,1997.0,,2011/05/28,,read,,1,0
A Japanese Mirror: Heroes and Villains in Japanese Culture,Ian Buruma,0,3.9,Phoenix,Paperback,242.0,2001.0,,2011/05/28,,read,,1,0
My Life,Bill Clinton,0,3.74,Knopf,Hardcover,1008.0,2004.0,,2011/05/28,,read,,1,0
Empire: How Britain Made the Modern World,Niall Ferguson,0,3.93,Penguin Books,Paperback,422.0,2004.0,,2011/05/28,,read,,1,0
"Idoru (Bridges Trilogy, #2)",William Gibson,0,3.84,Penguin,Paperback,,1998.0,,2011/05/28,,read,,1,0
Rules of Management: The Definitive Guide to Managerial Success,Richard Templar,0,3.88,Pearson Prentice Hall,Paperback,208.0,2004.0,,2011/05/28,,read,,1,0
"""Daily Telegraph"" Book of Obituaries (Vol 1)",Hugh Massingberd,0,3.69,Pan Macmillan,Paperback,338.0,1996.0,,2011/05/28,,read,,1,0
A Traitor To Memory,Elizabeth  George,0,3.93,New English Library,Paperback,802.0,2002.0,,2011/05/28,,read,,1,0
Katherine,min-anchee,0,3.64,Penguin Books Ltd,Paperback,256.0,1996.0,,2011/05/28,,read,,1,0
The Afghan,Frederick Forsyth,0,3.76,Corgi Books,Paperback,463.0,2007.0,,2011/05/28,,read,,1,0
Bridget Jones's Diary,Helen Fielding,0,3.81,Picador,Paperback,300.0,2001.0,,2011/05/28,,read,,1,0
White Teeth,Zadie Smith,0,3.79,Penguin Books,Paperback,542.0,2001.0,,2011/05/28,,read,,1,0
"Impressionist, The",Hari Kunzru,0,3.62,Penguin books,Mass Market Paperback,516.0,2003.0,,2011/05/28,,read,,1,0
"The New Emperors: Mao and Deng, a Dual Biography",Harrison E. Salisbury,0,4.08,Harper Collins,Paperback,544.0,1993.0,,2011/05/28,,read,,1,0
ANIL'S GHOST.,Michael Ondaatje,0,3.58,KNOPF.,Paperback,,1999.0,,2011/05/28,,read,,1,0
Native Speaker,Chang-rae Lee,0,3.75,Granta,Paperback,324.0,1998.0,,2011/05/28,,read,,1,0
China Men (Picador Books),Maxine Hong Kingston,0,3.74,Picador,Paperback,301.0,1981.0,,2011/05/28,,read,,1,0
The Curious Incident of the Dog in the Night-Time - 1st Edition/1st Printing,Mark Haddon,0,3.89,David Fickling Books,Hardcover,272.0,2003.0,,2011/05/28,,read,,1,0
The History of the Decline and Fall of the Roman Empire Volume I,Edward Gibbon,0,4.17,Penguin Classics,Paperback,1114.0,1996.0,,2011/05/28,,read,,1,0
China and Japan: Myths and Legends,Donald A. Mackenzie,0,3.46,Senate,Paperback,456.0,1994.0,,2011/05/28,,read,,1,0
Pangs of Love,David Wong Louie,0,3.5,Pan Macmillan,Paperback,288.0,1994.0,,2011/05/28,,read,,1,0
"Typical American (Contemporary Fiction, Plume)",Jen Glsh,0,3.42,Longman,Paperback,,2000.0,,2011/05/28,,read,,1,0
The Inheritance of Loss,Kiran Desai,0,3.45,Penguin Books,Paperback,324.0,2006.0,,2011/05/28,,read,,1,0
World Is Flat,Thomas L. Friedman,0,3.69,Not Avail,Unknown Binding,600.0,2006.0,,2011/05/28,,read,,1,0
Playing for the Ashes,Elizabeth  George,0,4.06,New English Library,Paperback,,2003.0,,2011/05/28,,read,,1,0
Running in the Family,Michael Ondaatje,4,3.83,Picador,Paperback,207.0,1984.0,,2011/05/28,,read,,1,0
Atomised,Michel Houellebecq,3,3.8,Vintage,Paperback,379.0,2001.0,,2011/05/28,,read,,1,0
Sputnik Sweetheart,Haruki Murakami,3,3.83,Vintage,Paperback,229.0,2002.0,,2011/05/28,,read,,1,0
The Question of Hu,Jonathan D. Spence,4,3.48,Knopf Doubleday Publishing Group,Paperback,208.0,1989.0,,2011/05/28,,read,,1,0
"The Golden Compass (His Dark Materials, #1)",Philip Pullman,3,4.03,RANDOM HOUSE TRADE @,Hardcover,399.0,1996.0,,2011/05/28,,read,,1,0
Living to Tell the Tale,Gabriel García Márquez,5,4.03,,Paperback,496.0,2005.0,,2011/05/28,,read,,1,0
The Red Room,Nicci French,3,3.61,Penguin,Paperback,407.0,2002.0,,2011/05/28,,read,,1,0
Killing Me Softly,Nicci French,3,3.66,Grand Central Publishing,Paperback,385.0,2006.0,,2011/05/28,,read,,1,0
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,3,3.78,HarperTorch,Mass Market Paperback,540.0,2006.0,,2011/05/28,,read,,1,0
Last Orders,Graham Swift,4,3.67,Picador,Paperback,296.0,2001.0,,2011/05/28,,read,,1,0
The Economic Naturalist: In Search of Explanations for Everyday Enigmas,Robert H. Frank,3,3.46,Basic Books,Hardcover,240.0,2007.0,,2011/05/28,,read,,1,0
The Woman in White,Wilkie Collins,4,4.01,Penguin Classics,Paperback,672.0,2003.0,,2011/05/28,,read,,1,0
Shalimar the Clown,Salman Rushdie,0,3.91,Random House Trade Paperbacks,Paperback,398.0,2006.0,,2011/05/28,to-read,to-read,,0,0
"Haroun and the Sea of Stories (Khalifa Brothers, #1)",Salman Rushdie,4,3.98,Viking Children's Books,Hardcover,224.0,1999.0,,2011/05/28,,read,,1,0
The Satanic Verses,Salman Rushdie,4,3.71,Picador,Paperback,561.0,1997.0,,2011/05/28,,read,,1,0
The Ground Beneath Her Feet,Salman Rushdie,3,3.8,Picador,Paperback,576.0,2000.0,,2011/05/28,,read,,1,0
"In the Presence of the Enemy (Inspector Lynley, #8)",Elizabeth  George,4,4.15,Bantam,Mass Market Paperback,656.0,1997.0,,2011/05/28,,read,,1,0
"Deception on His Mind (Inspector Lynley, #9)",Elizabeth  George,3,4.08,Bantam Books,Mass Market Paperback,716.0,1998.0,,2011/05/28,,read,,1,0
"Playing for the Ashes (Inspector Lynley, #7)",Elizabeth  George,4,4.06,Bantam,Hardcover,619.0,1994.0,,2011/05/28,,read,,1,0
"For the Sake of Elena (Inspector Lynley, #5)",Elizabeth  George,4,4.02,Bantam,Hardcover,388.0,1992.0,,2011/05/28,,read,,1,0
Thinks . . .,David Lodge,3,3.69,Penguin Publishing Group,Paperback,352.0,2002.0,,2011/05/28,,read,,1,0
"Sidetracked (Kurt Wallander, #5)",Henning Mankell,4,4.08,Vintage Crime/Black Lizard,Paperback,420.0,2003.0,,2011/05/28,,read,,1,0
Robert Van Gulik: His Life His Work,Janwillem van de Wetering,3,3.63,Soho Press Inc.,Paperback,149.0,1998.0,,2011/05/28,,read,,1,0
Murder in Canton,Robert van Gulik,3,4.15,University of Chicago Press,Paperback,216.0,1997.0,,2011/05/28,,read,,1,0
Necklace and Calabash,Robert van Gulik,3,4.14,University of Chicago Press,Paperback,144.0,1992.0,,2011/05/28,,read,,1,0
The Phantom of the Temple,Robert van Gulik,3,4.12,University of Chicago Press,Paperback,206.0,2007.0,,2011/05/28,,read,,1,0
The Willow Pattern,Robert van Gulik,2,4.08,University Of Chicago Press,Paperback,192.0,1979.0,,2011/05/28,,read,,1,0
The Haunted Monastery,Robert van Gulik,3,4.01,University of Chicago Press,Paperback,198.0,1997.0,,2011/05/28,,read,,1,0
The Red Pavilion,Robert van Gulik,3,4.06,University of Chicago Press,Paperback,175.0,2005.0,,2011/05/28,,read,,1,0
"The Chinese Lake Murders (Rechter Tie-mysteries, #5)",Robert van Gulik,3,4.1,University of Chicago Press,Paperback,215.0,1979.0,,2011/05/28,,read,,1,0
The Chinese Gold Murders,Robert van Gulik,4,3.96,Harper Perennial,Paperback,202.0,2004.0,,2011/05/28,,read,,1,0
The Chinese Maze Murders,Robert van Gulik,4,4.12,University of Chicago Press,Paperback,322.0,1997.0,,2011/05/28,,read,,1,0
The Chinese Bell Murders,Robert van Gulik,4,4.08,Harper Perennial,Paperback,262.0,2004.0,,2011/05/28,,read,,1,0
"Unnatural Death (Lord Peter Wimsey, #3)",Dorothy L. Sayers,4,4.07,HarperTorch,Mass Market Paperback,264.0,1995.0,,2011/05/28,,read,,1,0
"Clouds of Witness (Lord Peter Wimsey, #2)",Dorothy L. Sayers,4,3.98,Harper Paperbacks,Mass Market Paperback,288.0,1995.0,,2011/05/28,,read,,1,0
The Salaryman's Wife (Rei Shimura #1),Sujata Massey,4,3.61,HarperTorch,Paperback,432.0,2000.0,,2011/05/28,,read,,1,0
The Typhoon Lover (Rei Shimura #8),Sujata Massey,0,3.7,Harper Perennial,Paperback,336.0,2006.0,,2011/05/28,to-read,to-read,,0,0
Shimura Trouble (Rei Shimura #10),Sujata Massey,0,3.62,Severn House Publishers,Hardcover,173.0,2008.0,,2011/05/28,to-read,to-read,,0,0
Girl in a Box (Rei Shimura #9),Sujata Massey,0,3.8,Harper,Hardcover,304.0,2006.0,,2011/05/28,to-read,to-read,,0,0
The Samurai's Daughter (Rei Shimura #6),Sujata Massey,4,3.67,Harper Perennial,Paperback,308.0,2004.0,,2011/05/28,,read,,1,0
The Flower Master (Rei Shimura #3),Sujata Massey,4,3.74,Harper,Hardcover,304.0,1999.0,,2011/05/28,,read,,1,0
"Zen Attitude (Rei Shimura, #2)",Sujata Massey,3,3.69,Harper Perennial,Paperback,336.0,2005.0,,2011/05/28,,read,,1,0
The Bride's Kimono (Rei Shimura #5),Sujata Massey,3,3.74,Avon,Mass Market Paperback,400.0,2002.0,,2011/05/28,,read,,1,0
The Floating Girl (Rei Shimura #4),Sujata Massey,3,3.62,Harper,Hardcover,304.0,2000.0,,2011/05/28,,read,,1,0
The Pearl Diver (Rei Shimura #7),Sujata Massey,3,3.62,Harper Perennial,Paperback,352.0,2005.0,,2011/05/28,,read,,1,0
Foucault’s Pendulum,Umberto Eco,4,3.91,Mariner Books,Paperback,623.0,2007.0,,2011/05/28,,read,,1,0
The Name of the Rose,Umberto Eco,4,4.14,Houghton Mifflin Harcourt,Paperback,552.0,1994.0,,2011/05/28,,read,,1,0
The Partner,John Grisham,3,3.97,Delta,Paperback,416.0,2005.0,,2011/05/28,,read,,1,0
Hotel Honolulu,Paul Theroux,3,3.46,Penguin Books Ltd,Paperback,448.0,2002.0,,2011/05/28,,read,,1,0
What Am I Doing Here?,Bruce Chatwin,5,3.91,Vintage,Paperback,384.0,1998.0,,2011/05/28,,read,,1,0
In Patagonia,Bruce Chatwin,5,3.66,Penguin Classics,Paperback,199.0,2003.0,,2011/05/28,,read,,1,0
The Songlines,Bruce Chatwin,5,3.97,Penguin,Paperback,304.0,1988.0,,2011/05/28,,read,,1,0
Kowloon Tong,Paul Theroux,3,3.22,Mariner Books,Paperback,256.0,1998.0,,2011/05/28,,read,,1,0
Falling Leaves,Adeline Yen Mah,3,3.91,Broadway Books,Paperback,278.0,1999.0,,2011/05/28,,read,,1,0
Waiting,Ha Jin,4,3.54,Vintage,Paperback,310.0,2000.0,,2011/05/28,,read,,1,0
The Woman and the Ape,Peter Høeg,3,3.35,Penguin Books,Paperback,272.0,1997.0,,2011/05/28,,read,,1,0
Smilla's Sense of Snow,Peter Høeg,4,3.73,Random House Publishing Group,Paperback,480.0,1995.0,,2011/05/28,,read,,1,0
Life of Pi,Yann Martel,4,3.94,Seal Books,Paperback,460.0,2006.0,,2011/05/28,,read,,1,0
How to Be Good,Nick Hornby,3,3.22,Droemer Knaur,Paperback,305.0,2003.0,,2011/05/28,,read,,1,0
"Indelible (Grant County, #4)",Karin Slaughter,4,4.16,HarperCollins e-books,Kindle Edition,512.0,2009.0,,2011/05/28,,read,,1,0
The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,5,4.06,"Little, Brown Books for Young Readers",Hardcover,230.0,2007.0,,2011/05/28,,read,,1,0
"Half Moon Street (Charlotte & Thomas Pitt, #20)",Anne Perry,3,3.95,Ballantine Books,Mass Market Paperback,311.0,2001.0,,2011/05/28,,read,,1,0
The Angela's Ashes/'Tis Boxed Set,Frank McCourt,5,4.15,Scribner,Hardcover,736.0,2000.0,,2011/05/28,,read,,1,0
'Tis,Frank McCourt,4,3.73,Flamingo,Paperback,495.0,1999.0,,2011/05/28,,read,,1,0
"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,3,3.86,Miramax,Paperback,396.0,2003.0,,2011/05/28,,read,,1,0
"The Dante Club (The Dante Club, #1)",Matthew Pearl,3,3.42,Ballantine Books,Mass Market Paperback,424.0,2006.0,,2011/05/28,,read,,1,0
Mystic River,Dennis Lehane,5,4.17,William Morrow Paperbacks,Paperback,416.0,2001.0,,2011/05/28,,read,,1,0
"Skinny Dip (Skink, #5; Mick Stranahan #2)",Carl Hiaasen,3,3.84,Grand Central Publishing,Mass Market Paperback,496.0,2006.0,,2011/05/28,,read,,1,0
"The Sinner (Rizzoli & Isles, #3)",Tess Gerritsen,4,4.14,Bantem Press,Paperback,419.0,2005.0,,2011/05/28,,read,,1,0
Harvest,Tess Gerritsen,4,4.18,Pocket Books,Mass Market Paperback,368.0,1997.0,,2011/05/28,,read,,1,0
The Corrections,Jonathan Franzen,4,3.84,Fourth Estate Paperbacks,Paperback,653.0,2002.0,,2011/05/28,,read,,1,0
Fury,Salman Rushdie,3,3.3,Vintage Books,Paperback,259.0,2006.0,,2011/05/28,,read,,1,0
The Suspect (Joseph O'Loughlin #1),Michael Robotham,3,3.9,"Recorded Books, LLC",MP3 Book,0.0,2009.0,,2011/05/28,,read,,1,0
Sushi for Beginners,Marian Keyes,3,3.71,William Morrow Paperbacks,Paperback,448.0,2008.0,,2011/05/28,,read,,1,0
"Die in Plain Sight (Rarities Unlimited, #3)",Elizabeth Lowell,3,3.96,Avon,Mass Market Paperback,518.0,2003.0,,2011/05/28,,read,,1,0
Inishowen,Joseph O'Connor,4,3.8,VINTAGE (RAND),Paperback,480.0,2001.0,,2011/05/28,,read,,1,0
Open Season,Linda Howard,3,4.02,Pocket Books,Mass Market Paperback,337.0,2002.0,,2011/05/28,,read,,1,0
Friend of the Devil (Inspector Banks #17),Peter    Robinson,3,4.06,McClelland & Stewart Ltd,Hardcover,424.0,2007.0,,2011/05/28,,read,,1,0
"Flesh House (Logan McRae, #4)",Stuart MacBride,4,4.12,,Hardcover,480.0,2008.0,,2011/05/28,,read,,1,0
The Gun Seller,Hugh Laurie,3,3.67,Washington Square Press,Paperback,340.0,1998.0,,2011/05/28,,read,,1,0
The Collaborator,Gerald Seymour,5,3.83,HODDER & STOUGHTON,Hardcover,480.0,2009.0,,2011/05/28,,read,,1,0
"Shakespeare's Counselor (Lily Bard, #5)",Charlaine Harris,3,3.92,Berkley Prime Crime,Mass Market Paperback,243.0,2005.0,2011/05/27,2011/04/07,,read,,1,0
Bloodmoney,David Ignatius,0,3.85,W. W. Norton & Company,Hardcover,384.0,2011.0,,2011/05/22,to-read,to-read,,0,0
"The Scarecrow (Jack McEvoy, #2; Harry Bosch Universe, #20)",Michael    Connelly,4,4.1,Orion,Kindle Edition,423.0,2009.0,2011/05/22,2011/04/19,,read,,1,0
Heart of Darkness,Joseph Conrad,4,3.43,Green Integer,Paperback,188.0,2003.0,,2011/05/14,,read,,1,0
"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,4,3.74,Anchor Books,Paperback,215.0,1994.0,,2011/05/14,,read,,1,0
Don Quixote,Miguel de Cervantes Saavedra,4,3.9,Penguin Books,Paperback,1023.0,2003.0,,2011/05/14,,read,,1,0
Lush Life,Richard Price,3,3.73,Bloomsbury,Paperback,464.0,2009.0,2011/03/09,2011/02/14,,read,,1,0
"Heartstone (Matthew Shardlake, #5)",C.J. Sansom,5,4.36,Macmillan,Paperback,634.0,2010.0,2011/01/26,2011/02/14,,read,,1,0
The Glass Key,Dashiell Hammett,5,3.92,Vintage Crime/Black Lizard,Paperback,214.0,1989.0,2011/03/05,2011/02/14,,read,,1,0
"Shakespeare's Trollop (Lily Bard, #4)",Charlaine Harris,3,3.89,Berkley Prime Crime,Mass Market Paperback,194.0,2004.0,2011/05/14,2011/04/07,,read,,1,0
"Shakespeare's Christmas (Lily Bard, #3)",Charlaine Harris,4,3.89,Dell,Mass Market Paperback,242.0,2005.0,2011/05/08,2011/04/07,,read,,1,0
The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,0,3.83,Crown Publishers,Hardcover,375.0,2006.0,,2011/05/06,to-read,to-read,,0,0
"Beautiful Darkness (Caster Chronicles, #2)",Kami Garcia,3,3.83,"Little, Brown and Company",Hardcover,503.0,2010.0,2011/04/13,2011/03/20,,read,,1,0
"Farewell, My Lovely (Philip Marlowe, #2)",Raymond Chandler,0,4.1,Vintage Crime/Black Lizard,Paperback,292.0,1992.0,,2011/05/02,to-read,to-read,,0,0
"Shakespeare's Champion (Lily Bard, #2)",Charlaine Harris,3,3.84,Berkley Books,Mass Market Paperback,214.0,2006.0,2011/05/02,2011/04/07,,read,,1,0
Eating Smoke: One Man's Descent Into Crystal Meth Psychosis in Hong Kong's Triad Heartland,Chris Thrall,0,3.61,Blacksmith Books,Paperback,420.0,2011.0,,2011/04/30,to-read,to-read,,0,0
"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",Michael    Connelly,3,4.23,Grand Central Publishing,Paperback,597.0,2002.0,2011/04/30,2011/04/20,,read,,1,0
"The Lincoln Lawyer (The Lincoln Lawyer, #1; Harry Bosch Universe, #16)",Michael    Connelly,5,4.22,"Little, Brown",Paperback,404.0,2005.0,2011/04/19,2011/04/13,,read,,1,0
Anthem,Ayn Rand,0,3.61,NAL,Paperback,105.0,1999.0,,2011/04/09,to-read,to-read,,0,0
The Fountainhead,Ayn Rand,0,3.89,Signet Book,Mass Market Paperback,704.0,1996.0,,2011/04/09,to-read,to-read,,0,0
"Shakespeare's Landlord (Lily Bard, #1)",Charlaine Harris,3,3.78,Berkley,Mass Market Paperback,216.0,2005.0,2011/04/09,2011/02/18,,read,,1,0
Murder Down Under (Inspector Napoleon Bonaparte #4),Arthur W. Upfield,0,3.93,Simon & Schuster,Paperback,301.0,1998.0,,2011/04/09,to-read,to-read,,0,0
The Book of Disquiet,Fernando Pessoa,4,4.4,Penguin Classics,Paperback,544.0,2002.0,,2011/04/07,,read,,1,0
The German Lesson,Siegfried Lenz,5,4.07,New Directions,Paperback,480.0,1986.0,,2011/04/07,,read,,1,0
Klein und Wagner,Hermann Hesse,3,3.88,Suhrkamp,Paperback,94.0,1981.0,,2011/04/07,,read,,1,0
Poems,Hermann Hesse,3,3.84,Farrar Straus Giroux,Paperback,96.0,1970.0,,2011/04/07,,read,,1,0
Rosshalde,Hermann Hesse,3,3.8,Sudamericana,Paperback,217.0,2005.0,,2011/04/07,,read,,1,0
Peter Camenzind,Hermann Hesse,4,3.89,Picador,Paperback,201.0,2003.0,,2011/04/07,,read,,1,0
The Glass Bead Game,Hermann Hesse,3,4.1,Holt Paperbacks,Paperback,558.0,1998.0,,2011/04/07,,read,,1,0
Beneath the Wheel,Hermann Hesse,3,3.88,Picador,Paperback,192.0,2003.0,,2011/04/07,,read,,1,0
Narcissus and Goldmund,Hermann Hesse,4,4.22,"The Noonday Press / Farrar, Straus Giroux",Paperback,315.0,1997.0,,2011/04/07,,read,,1,0
Demian,Hermann Hesse,4,4.14,Suhrkamp Verlag,Paperback,193.0,1996.0,,2011/04/07,,read,,1,0
Steppenwolf,Hermann Hesse,4,4.13,Penguin,Paperback,256.0,1999.0,,2011/04/07,,read,,1,0
Siddhartha,Hermann Hesse,4,4.08,Bantam Books,Mass Market Paperback,152.0,1981.0,,2011/04/07,,read,,1,0
Selected Poetry,Johann Wolfgang von Goethe,4,4.12,Penguin Classics,Paperback,336.0,2005.0,,2011/04/07,,read,,1,0
The Sorrows of Young Werther,Johann Wolfgang von Goethe,5,3.69,Modern Library,Paperback,149.0,2005.0,,2011/04/07,,read,,1,0
"Faust, First Part",Johann Wolfgang von Goethe,4,3.86,Bantam Classics,Paperback,327.0,1988.0,,2011/04/07,,read,,1,0
The Gambler,Fyodor Dostoevsky,4,3.91,Modern Library,Paperback,188.0,2003.0,,2011/04/07,,read,,1,0
Demons,Fyodor Dostoevsky,4,4.3,Vintage,Paperback,733.0,1995.0,,2011/04/07,,read,,1,0
Crime and Punishment,Fyodor Dostoevsky,4,4.28,Penguin,Paperback,671.0,2002.0,,2011/04/07,,read,,1,0
Hopscotch,Julio Cortázar,3,4.2,Pantheon,Paperback,564.0,1987.0,,2011/04/07,,read,,1,0
Cronopios and Famas,Julio Cortázar,3,4.23,New Directions,Paperback,162.0,1999.0,,2011/04/07,,read,,1,0
The Autumn of the Patriarch,Gabriel García Márquez,4,3.87,Harper Perennial Modern Classics,Paperback,255.0,2006.0,,2011/04/07,,read,,1,0
The General in His Labyrinth,Gabriel García Márquez,3,3.7,Everyman's Library,Hardcover,248.0,2004.0,,2011/04/07,,read,,1,0
Chronicle of a Death Foretold,Gabriel García Márquez,3,3.97,Vintage,Paperback,120.0,2003.0,,2011/04/07,,read,,1,0
